date,entity_id,metric_name,withdrawal_transactions,deposit_transactions,surcharge_revenue,cash_loaded,cash_variance,settlement_variance,uptime_pct,jam_count,service_minutes_down,automation_minutes_saved,quality_score,priority_score,report_ready_flag
2026-03-07,DEV019,device_daily_operations,430,140,1566.22,38429.57,-899.49,-235.03,96.67,0,44.1,34,88.4,42.6,Y
2026-03-07,DEV020,device_daily_operations,129,61,448.61,10050.33,92.98,18.8,96.71,0,52.5,45,97.1,30.8,Y
2026-03-07,DEV021,device_daily_operations,441,162,1506.33,34276.56,-54.62,-10.31,99.97,0,0.2,47,99.4,9.1,Y
2026-03-07,DEV022,device_daily_operations,327,182,1075.08,20326.42,-1.21,-0.36,95.2,0,68.7,37,97.5,34.3,Y
2026-03-07,DEV023,device_daily_operations,157,27,446.08,11131.7,-215.3,-82.54,99.53,0,8.5,41,97.3,21.4,Y
2026-03-07,DEV024,device_daily_operations,168,61,584.23,9349.86,-44.18,-14.06,97.73,0,31.3,48,98.4,28.2,Y
2026-03-07,DEV025,device_daily_operations,124,34,391.1,9378.87,13.45,3.94,95.67,0,50.3,56,98.1,32.0,Y
2026-03-07,DEV026,device_daily_operations,266,123,950.99,24947.37,-77.55,-21.67,100,0,0,40,99.1,9.3,Y
2026-03-07,DEV027,device_daily_operations,313,103,1048.71,18551.63,3.26,1.02,96.78,1,68.5,48,95.7,40.6,Y
2026-03-07,DEV028,device_daily_operations,223,62,757.88,13252.07,-29.03,-7.49,97.17,0,45.9,29,98.0,24.0,Y
2026-03-07,DEV029,device_daily_operations,179,61,509.24,9810.37,-66.97,-18.97,98.8,0,17.2,27,98.6,15.8,Y
2026-03-07,DEV030,device_daily_operations,139,52,487.65,11912.89,26.74,7.12,96.39,0,31.4,47,98.6,28.3,Y
2026-03-07,DEV031,device_daily_operations,35,17,122.7,3117.02,17.36,5.44,97.94,0,34.1,42,98.6,19.6,Y
2026-03-07,DEV032,device_daily_operations,59,19,208.73,3256.42,11.78,4.5,97.84,0,21.9,61,99.1,26.9,Y
2026-03-07,DEV033,device_daily_operations,207,71,632.68,14756.6,-38.06,-11.43,98.64,0,24.9,46,98.7,19.2,Y
2026-03-07,DEV034,device_daily_operations,326,174,938.48,25671.36,-55.78,-10.58,94.59,0,55.7,62,97.4,45.6,Y
2026-03-07,DEV035,device_daily_operations,62,33,186.55,4355.47,-79.09,-22.42,100,0,0,50,99.1,9.4,Y
2026-03-07,DEV036,device_daily_operations,175,69,544.38,12735.89,-46.98,-19.03,98.17,1,82.4,38,94.7,29.9,Y
2026-03-08,DEV001,device_daily_operations,269,97,772.94,22264.17,795.5,297.19,95.7,0,69.2,40,88.7,49.1,Y
2026-03-08,DEV002,device_daily_operations,271,177,909.91,19870.99,104.73,42.51,97.35,1,106.6,27,93.2,32.4,Y
2026-03-08,DEV003,device_daily_operations,131,57,472.47,8154.92,125.73,43.26,98.83,0,13.3,43,98.1,19.7,Y
2026-03-08,DEV004,device_daily_operations,178,92,623.7,11811.37,-20.42,-7.31,99.47,0,5.8,41,99.6,11.2,Y
2026-03-08,DEV005,device_daily_operations,401,122,1222.01,33965.37,144.76,52.9,100,1,32.0,42,95.4,18.6,Y
2026-03-08,DEV006,device_daily_operations,209,65,598.62,17287.05,95.77,39.32,96.66,0,29.4,33,97.9,31.1,Y
2026-03-08,DEV007,device_daily_operations,184,72,656.49,14651.37,283.27,68.54,99.47,0,8.8,17,96.5,22.9,Y
2026-03-08,DEV008,device_daily_operations,137,61,434.16,11970.91,-120.32,-28.08,100,0,0,16,98.7,10.1,Y
2026-03-08,DEV009,device_daily_operations,550,271,1977.96,48740.87,20.35,5.75,98.67,0,12.8,39,99.3,18.7,Y
2026-03-08,DEV010,device_daily_operations,473,196,1521.82,37207.16,2.65,0.72,98.52,0,17.6,35,99.3,16.1,Y
2026-03-08,DEV011,device_daily_operations,422,108,1427.22,31266.29,110.98,40.65,96.63,1,107.4,20,93.1,39.5,Y
2026-03-08,DEV012,device_daily_operations,529,250,1510.34,47589.61,-15.93,-4.06,100,0,0,34,99.8,15.1,Y
2026-03-08,DEV013,device_daily_operations,325,98,1175.19,19614.89,-30.93,-7.44,96.45,0,47.4,56,98.0,31.1,Y
2026-03-08,DEV014,device_daily_operations,181,100,632.6,13008.44,50.37,10.62,96.92,0,33.5,37,98.2,25.8,Y
2026-03-08,DEV015,device_daily_operations,168,66,579.5,13838.82,206.59,72.73,98.12,0,17.4,51,97.1,28.9,Y
2026-03-08,DEV016,device_daily_operations,341,154,1189.11,18621.67,43.09,17.48,100,0,0,79,99.5,11.8,Y
2026-03-08,DEV017,device_daily_operations,380,153,1118.03,29566.42,110.14,29.92,96.48,0,37.8,64,97.4,32.3,Y
2026-03-08,DEV018,device_daily_operations,363,153,1273.33,26388.69,-60.27,-23.68,98.48,0,13.6,12,98.8,20.4,Y
2026-03-08,DEV019,device_daily_operations,129,52,396.08,9811.99,102.52,25.87,98.67,0,20.7,33,98.1,17.1,Y
2026-03-08,DEV020,device_daily_operations,248,92,707.8,19073.06,-6.76,-2.05,97.1,1,78.6,49,95.3,35.1,Y
2026-03-08,DEV021,device_daily_operations,137,66,403.18,8275.78,56.18,11.83,93.81,1,77.7,30,94.8,51.0,Y
2026-03-08,DEV022,device_daily_operations,156,84,561.23,13027.9,18.72,3.43,98.01,0,37.3,48,98.5,19.2,Y
2026-03-08,DEV023,device_daily_operations,326,164,1148.71,30409.48,30.89,9.24,95.76,0,50.2,42,97.9,38.8,Y
2026-03-08,DEV024,device_daily_operations,230,98,795.5,18354.17,-24.44,-5.35,99.01,2,66.4,40,93.8,36.7,Y
2026-03-08,DEV025,device_daily_operations,150,67,430.54,9668.57,124.49,51.04,98.79,0,12.3,58,98.2,16.9,Y
2026-03-08,DEV026,device_daily_operations,151,63,420.24,10583.87,3.82,1.28,99.4,1,71.4,41,95.6,19.3,Y
2026-03-08,DEV027,device_daily_operations,286,111,973.63,22059.5,70.79,17.03,96.79,0,35.6,36,97.9,33.8,Y
2026-03-08,DEV028,device_daily_operations,451,187,1544.42,32790.99,-153.57,-40.6,95.58,0,37.2,51,97.0,35.0,Y
2026-03-08,DEV029,device_daily_operations,45,26,140.39,3038.49,55.47,20.49,97.17,0,23.0,78,98.6,24.5,Y
2026-03-08,DEV030,device_daily_operations,165,46,565.82,14991.21,-61.65,-19.57,99.29,0,7.1,47,99.1,12.9,Y
2026-03-08,DEV031,device_daily_operations,95,29,292.55,5926.48,-20.25,-4.51,99.4,0,7.7,51,99.5,11.6,Y
2026-03-08,DEV032,device_daily_operations,174,87,482.18,13208.17,-30.12,-9.73,97.6,0,40.3,36,98.2,28.6,Y
2026-03-08,DEV033,device_daily_operations,194,67,596.94,10689.93,-99.97,-32.58,98.52,1,50.5,44,95.3,29.0,Y
2026-03-08,DEV034,device_daily_operations,99,40,327.36,8348.24,54.51,13.84,98.56,0,26.8,51,98.4,23.7,Y
2026-03-08,DEV035,device_daily_operations,192,65,571.22,13902.87,56.84,15.6,100,0,0,27,99.4,9.0,Y
2026-03-08,DEV036,device_daily_operations,54,32,167.04,4240.29,-98.07,-25.72,98.48,0,22.7,36,98.1,21.1,Y
2026-03-09,DEV001,device_daily_operations,399,251,1339.51,22457.87,845.12,314.58,97.03,0,36.2,25,89.3,42.7,Y
2026-03-09,DEV002,device_daily_operations,465,130,1431.1,42129.1,20.32,5.43,97.18,0,48.3,41,98.0,23.8,Y
2026-03-09,DEV003,device_daily_operations,367,150,1232.51,22836.24,-100.79,-34.62,99.08,0,15.6,61,98.3,17.9,Y
2026-03-09,DEV004,device_daily_operations,205,48,665.28,17255.46,6.96,1.82,100,0,0,40,99.9,8.0,Y
2026-03-09,DEV005,device_daily_operations,130,40,391.82,8125.2,-92.86,-27.88,97.21,1,102.3,40,93.5,32.9,Y
2026-03-09,DEV006,device_daily_operations,257,91,883.74,17482.68,148.8,33.95,97.55,0,36.5,43,97.0,27.2,Y
2026-03-09,DEV007,device_daily_operations,396,90,1354.37,26910.11,-208.36,-56.87,97.31,0,39.3,23,96.3,33.4,Y
2026-03-09,DEV008,device_daily_operations,245,133,797.04,15904.36,-987.99,-361.52,98.03,0,28.0,59,88.0,36.7,N
2026-03-09,DEV009,device_daily_operations,401,163,1381.67,29385.91,177.45,33.09,98.12,0,19.4,51,97.3,24.6,Y
2026-03-09,DEV010,device_daily_operations,79,46,244.25,7350.22,108.19,34.54,98.68,0,13.2,60,98.3,17.2,Y
2026-03-09,DEV011,device_daily_operations,604,215,2053.32,41949.58,-28.91,-6.66,97.95,2,52.5,35,94.2,38.8,Y
2026-03-09,DEV012,device_daily_operations,228,57,668.47,14969.12,-1513.36,-460.01,98.22,1,55.9,13,79.4,60.2,N
2026-03-09,DEV013,device_daily_operations,227,132,808.82,14042.82,297.69,117.94,97.33,1,52.7,23,93.0,39.1,Y
2026-03-09,DEV014,device_daily_operations,356,143,985.78,28170.78,36.38,14.89,97.59,0,18.9,29,98.9,21.8,Y
2026-03-09,DEV015,device_daily_operations,404,148,1316.72,29400.42,183.23,50.21,99.99,1,48.2,40,94.4,26.2,Y
2026-03-09,DEV016,device_daily_operations,377,177,1357.89,28321.82,-95.11,-22.03,98.66,0,15.4,68,98.4,20.1,Y
2026-03-09,DEV017,device_daily_operations,193,76,656.89,17066.74,-89.52,-29.89,98.33,0,27.0,45,98.0,21.8,Y
2026-03-09,DEV018,device_daily_operations,290,189,859.92,23997.84,16.35,5.69,98.43,0,14.0,35,99.3,19.9,Y
2026-03-09,DEV019,device_daily_operations,141,39,476.57,13062.42,62.84,20.33,99.35,0,12.1,21,98.9,12.6,Y
2026-03-09,DEV020,device_daily_operations,132,89,458.35,9263.56,31.44,11.54,96.44,1,115.3,43,93.7,39.2,Y
2026-03-09,DEV021,device_daily_operations,284,120,911.94,17565.71,1641.39,595.37,97.64,0,31.6,14,80.6,50.8,N
2026-03-09,DEV022,device_daily_operations,68,35,240.71,5358.92,-71.9,-27.89,98.26,0,12.3,22,98.8,18.8,Y
2026-03-09,DEV023,device_daily_operations,300,133,1091.23,19148.45,3.79,1.47,98.28,0,28.2,40,99.0,24.4,Y
2026-03-09,DEV024,device_daily_operations,77,50,251.43,5129.59,151.57,61.77,96.46,2,168.2,40,88.7,53.1,Y
2026-03-09,DEV025,device_daily_operations,253,78,836.77,21568.13,-3.01,-0.81,98.46,1,62.1,42,96.0,24.4,Y
2026-03-09,DEV026,device_daily_operations,121,43,335.07,9439.92,-81.41,-26.51,99.21,0,9.1,29,98.8,13.7,Y
2026-03-09,DEV027,device_daily_operations,159,52,487.8,13706.4,-25.25,-10.48,98.94,1,84.0,45,94.9,29.1,Y
2026-03-09,DEV028,device_daily_operations,97,25,267.13,6371.76,37.5,14.55,98.3,0,13.8,31,99.1,18.0,Y
2026-03-09,DEV029,device_daily_operations,123,49,396.74,7254.27,8.18,3.15,98.34,0,29.7,38,98.8,17.2,Y
2026-03-09,DEV030,device_daily_operations,30,14,104.76,2340.0,32.94,8.21,100,0,0,52,99.6,8.5,Y
2026-03-09,DEV031,device_daily_operations,77,33,248.88,5654.94,-29.9,-9.96,98.04,0,16.2,58,99.1,19.2,Y
2026-03-09,DEV032,device_daily_operations,91,19,280.15,6614.02,21.92,5.81,96.3,1,75.1,37,95.3,43.6,Y
2026-03-09,DEV033,device_daily_operations,159,37,541.42,14007.21,-18.03,-5.81,97.46,0,21.6,77,99.0,25.3,Y
2026-03-09,DEV034,device_daily_operations,199,66,652.06,11662.42,-1.15,-0.3,95.9,0,53.9,19,98.1,37.4,Y
2026-03-09,DEV035,device_daily_operations,181,55,594.78,12388.45,31.73,7.92,98.86,0,14.1,55,99.1,14.8,Y
2026-03-09,DEV036,device_daily_operations,150,61,433.09,10731.84,-29.28,-8.86,99.2,0,12.4,28,99.2,15.9,Y
2026-03-10,DEV001,device_daily_operations,287,183,821.85,21402.33,44.61,12.01,96.01,1,95.0,31,94.3,41.8,Y
2026-03-10,DEV002,device_daily_operations,218,54,774.65,17002.65,-64.5,-21.14,98.51,0,15.5,42,98.7,17.3,Y
2026-03-10,DEV003,device_daily_operations,246,111,826.55,16638.64,-123.06,-49.38,97.17,0,34.3,36,97.4,28.8,Y
2026-03-10,DEV004,device_daily_operations,340,121,1125.96,29120.79,72.36,28.68,98.92,1,47.2,30,95.7,23.2,Y
2026-03-10,DEV005,device_daily_operations,316,203,1101.36,29052.23,-142.43,-48.87,100,0,0,47,98.4,10.5,Y
2026-03-10,DEV006,device_daily_operations,219,121,672.35,20265.61,-102.48,-25.4,100,0,0,56,98.9,12.9,Y
2026-03-10,DEV007,device_daily_operations,425,114,1353.75,39449.18,-47.19,-19.48,99.11,0,16.6,56,98.9,20.6,Y
2026-03-10,DEV008,device_daily_operations,356,163,1222.23,19947.61,-114.96,-29.01,99.0,0,7.4,23,98.5,15.5,Y
2026-03-10,DEV009,device_daily_operations,239,99,705.23,18221.25,-103.07,-37.5,99.85,1,33.9,55,95.8,21.7,Y
2026-03-10,DEV010,device_daily_operations,123,33,398.73,9821.45,-40.11,-11.27,100,0,0,36,99.6,8.6,Y
2026-03-10,DEV011,device_daily_operations,108,43,336.45,6041.47,156.82,31.17,95.92,1,65.0,60,94.1,44.3,Y
2026-03-10,DEV012,device_daily_operations,196,59,634.85,15572.45,-396.73,-119.0,96.48,2,118.7,50,87.8,57.4,Y
2026-03-10,DEV013,device_daily_operations,404,198,1385.85,34306.47,-39.7,-12.18,99.76,0,3.2,76,99.4,13.1,Y
2026-03-10,DEV014,device_daily_operations,245,161,714.84,20736.06,143.36,26.08,97.61,0,19.4,59,97.7,23.7,Y
2026-03-10,DEV015,device_daily_operations,305,157,884.44,22507.84,-144.23,-27.0,97.26,0,44.4,46,96.8,32.6,Y
2026-03-10,DEV016,device_daily_operations,270,151,880.15,17939.88,-90.82,-31.45,98.11,0,20.1,46,98.3,23.0,Y
2026-03-10,DEV017,device_daily_operations,343,159,1193.41,23053.46,-33.27,-7.72,98.92,0,11.9,21,99.2,17.5,Y
2026-03-10,DEV018,device_daily_operations,256,159,920.29,22069.29,79.73,26.34,98.23,0,12.6,22,98.7,22.2,Y
2026-03-10,DEV019,device_daily_operations,226,63,738.77,19351.66,70.93,13.86,96.22,1,76.9,28,94.7,38.0,Y
2026-03-10,DEV020,device_daily_operations,183,61,541.2,15057.26,-23.76,-7.47,100,1,31.0,66,96.8,19.4,Y
2026-03-10,DEV021,device_daily_operations,256,101,819.53,14350.93,-49.37,-19.79,97.8,0,40.9,12,98.0,20.9,Y
2026-03-10,DEV022,device_daily_operations,196,63,712.03,17057.29,77.08,26.38,95.9,0,69.1,46,96.7,31.9,Y
2026-03-10,DEV023,device_daily_operations,226,119,707.81,17981.89,3.4,1.31,100,0,0,53,100.0,14.9,Y
2026-03-10,DEV024,device_daily_operations,196,98,583.66,10915.72,134.86,27.75,97.77,1,108.2,38,92.8,37.5,Y
2026-03-10,DEV025,device_daily_operations,256,131,836.35,19677.69,-4.46,-0.91,96.32,0,40.1,45,98.5,28.2,Y
2026-03-10,DEV026,device_daily_operations,247,196,800.05,19521.97,8.06,1.65,99.5,0,6.8,72,99.7,10.8,Y
2026-03-10,DEV027,device_daily_operations,192,49,644.06,15681.32,-138.99,-55.01,97.01,0,27.6,68,97.5,33.8,Y
2026-03-10,DEV028,device_daily_operations,85,31,296.75,4736.94,27.97,11.21,98.25,0,32.5,24,98.5,18.0,Y
2026-03-10,DEV029,device_daily_operations,155,73,476.73,12081.31,-6.27,-2.11,96.59,0,57.9,31,97.9,26.8,Y
2026-03-10,DEV030,device_daily_operations,142,42,495.5,7922.16,-33.51,-6.8,97.62,0,25.7,50,98.7,21.6,Y
2026-03-10,DEV031,device_daily_operations,32,12,91.13,2431.69,-36.21,-6.87,100,1,26.0,51,96.9,16.6,Y
2026-03-10,DEV032,device_daily_operations,152,97,501.39,10904.3,74.64,21.44,98.02,0,20.6,40,98.4,27.1,Y
2026-03-10,DEV033,device_daily_operations,108,38,330.02,5927.78,22.08,4.9,96.47,0,42.2,48,98.2,30.8,Y
2026-03-10,DEV034,device_daily_operations,111,56,310.99,8012.84,91.14,35.97,96.6,0,60.1,28,96.8,35.2,Y
2026-03-10,DEV035,device_daily_operations,182,77,500.95,13193.98,-29.3,-11.73,100,1,55.0,33,95.9,16.5,Y
2026-03-10,DEV036,device_daily_operations,87,12,267.83,7467.18,46.15,13.33,99.49,0,4.7,32,99.3,14.7,Y
2026-03-11,DEV001,device_daily_operations,527,126,1862.3,37282.16,-11.46,-2.81,98.06,0,21.1,61,99.1,21.9,Y
2026-03-11,DEV002,device_daily_operations,472,93,1410.6,39645.66,-29.29,-10.24,97.15,0,26.0,50,98.7,24.1,Y
2026-03-11,DEV003,device_daily_operations,264,98,894.72,20004.58,-167.05,-31.45,97.66,1,79.8,52,93.5,34.9,Y
2026-03-11,DEV004,device_daily_operations,110,41,303.14,8060.77,-37.31,-9.98,97.24,0,26.1,84,98.7,23.8,Y
2026-03-11,DEV005,device_daily_operations,330,122,1041.4,23746.45,-29.0,-8.98,97.89,0,39.8,56,98.3,20.0,Y
2026-03-11,DEV006,device_daily_operations,216,91,701.27,17538.87,-187.23,-38.7,99.05,0,16.5,63,97.3,19.6,Y
2026-03-11,DEV007,device_daily_operations,298,60,941.27,23305.15,-160.6,-46.22,96.05,1,69.7,26,93.9,47.5,Y
2026-03-11,DEV008,device_daily_operations,418,155,1407.43,34628.94,6.11,2.23,95.43,0,35.8,67,98.7,33.2,Y
2026-03-11,DEV009,device_daily_operations,149,41,413.5,11634.86,-28.83,-8.57,96.65,0,35.0,72,98.4,30.0,Y
2026-03-11,DEV010,device_daily_operations,262,103,855.13,23909.03,118.55,47.75,96.55,1,103.6,21,93.2,37.0,Y
2026-03-11,DEV011,device_daily_operations,262,153,928.18,17505.14,-312.89,-56.82,100,0,0,51,96.5,16.7,Y
2026-03-11,DEV012,device_daily_operations,161,54,498.25,13457.13,70.34,19.59,95.48,0,76.7,12,96.5,41.0,Y
2026-03-11,DEV013,device_daily_operations,121,53,396.74,6863.14,-16.11,-6.73,98.01,1,42.4,24,96.5,30.3,Y
2026-03-11,DEV014,device_daily_operations,229,94,738.44,15523.69,-37.6,-14.64,95.86,1,77.1,41,95.0,39.4,Y
2026-03-11,DEV015,device_daily_operations,260,170,739.61,17532.86,-199.04,-67.88,99.15,0,11.1,47,97.4,23.1,Y
2026-03-11,DEV016,device_daily_operations,293,131,1021.31,17571.75,4.03,1.3,96.73,0,49.9,59,98.2,29.1,Y
2026-03-11,DEV017,device_daily_operations,332,70,1151.17,27630.46,48.45,18.67,98.59,0,22.4,22,98.7,19.6,Y
2026-03-11,DEV018,device_daily_operations,164,75,530.9,12470.54,85.97,33.62,96.75,0,41.2,26,97.6,30.4,Y
2026-03-11,DEV019,device_daily_operations,109,57,365.15,10006.74,-10.88,-3.14,94.22,0,83.1,71,96.9,39.9,Y
2026-03-11,DEV020,device_daily_operations,354,204,1168.37,19988.0,101.99,36.76,96.28,0,27.6,49,97.9,33.3,Y
2026-03-11,DEV021,device_daily_operations,322,100,946.6,20466.0,-20.08,-4.15,97.25,0,38.6,50,98.4,23.4,Y
2026-03-11,DEV022,device_daily_operations,80,36,276.37,5516.52,-73.82,-18.97,98.22,0,29.5,46,98.1,19.1,Y
2026-03-11,DEV023,device_daily_operations,163,87,466.42,10016.65,34.56,11.83,96.61,0,34.0,12,98.4,34.1,Y
2026-03-11,DEV024,device_daily_operations,102,73,300.79,7305.22,-53.66,-15.48,96.36,0,31.0,38,98.3,35.8,Y
2026-03-11,DEV025,device_daily_operations,243,117,809.13,13661.27,-47.34,-11.67,100,0,0,13,99.5,8.8,Y
2026-03-11,DEV026,device_daily_operations,272,84,799.82,21659.24,2.37,0.47,96.22,0,32.2,47,98.8,28.8,Y
2026-03-11,DEV027,device_daily_operations,143,83,399.71,9275.97,-43.32,-11.45,97.28,0,50.6,35,97.7,30.6,Y
2026-03-11,DEV028,device_daily_operations,77,27,251.71,5411.36,-69.41,-18.36,95.42,0,46.2,57,97.6,34.4,Y
2026-03-11,DEV029,device_daily_operations,172,43,572.57,11163.39,-10.04,-2.59,100,0,0,56,99.9,8.1,Y
2026-03-11,DEV030,device_daily_operations,80,31,230.82,7266.63,2.07,0.75,98.95,0,11.8,45,99.6,13.8,Y
2026-03-11,DEV031,device_daily_operations,41,17,140.89,3628.76,20.39,5.7,99.87,1,28.1,29,97.0,17.0,Y
2026-03-11,DEV032,device_daily_operations,74,64,260.45,4882.72,78.06,30.68,96.64,0,52.4,45,97.3,34.8,Y
2026-03-11,DEV033,device_daily_operations,114,70,406.72,7450.28,-72.28,-29.2,99.9,0,1.1,28,99.2,12.9,Y
2026-03-11,DEV034,device_daily_operations,130,49,424.15,7040.62,52.0,19.26,98.31,0,14.7,25,98.9,25.1,Y
2026-03-11,DEV035,device_daily_operations,85,29,269.88,4758.6,42.24,8.23,97.69,1,59.6,35,95.6,29.4,Y
2026-03-11,DEV036,device_daily_operations,54,36,157.73,3204.28,98.83,19.62,97.8,0,24.8,59,98.0,24.9,Y
2026-03-12,DEV001,device_daily_operations,219,79,610.45,17146.59,-3.86,-0.96,97.8,1,67.2,50,95.8,31.2,Y
2026-03-12,DEV002,device_daily_operations,386,236,1340.68,23012.99,-41.25,-8.63,94.14,0,68.6,51,97.1,40.9,Y
2026-03-12,DEV003,device_daily_operations,391,130,1309.96,32484.7,-54.52,-19.74,99.06,0,13.9,48,98.9,17.2,Y
2026-03-12,DEV004,device_daily_operations,478,209,1358.66,31225.64,132.75,29.58,96.8,1,87.8,52,93.6,35.9,Y
2026-03-12,DEV005,device_daily_operations,390,169,1211.77,30065.04,-1.81,-0.65,96.73,0,37.1,59,98.7,26.0,Y
2026-03-12,DEV006,device_daily_operations,193,83,539.72,17386.76,-2150.71,-810.8,98.49,1,53.7,24,72.4,66.4,N
2026-03-12,DEV007,device_daily_operations,280,93,886.76,25642.35,-26.45,-7.32,99.39,0,9.3,28,99.4,18.7,Y
2026-03-12,DEV008,device_daily_operations,173,89,495.02,15631.3,-53.59,-10.96,99.13,0,13.3,60,98.9,13.7,Y
2026-03-12,DEV009,device_daily_operations,313,143,961.97,27278.84,122.5,24.94,99.56,1,27.8,46,95.8,23.6,Y
2026-03-12,DEV010,device_daily_operations,473,96,1692.88,33006.62,58.48,20.57,98.14,0,32.6,42,98.2,19.2,Y
2026-03-12,DEV011,device_daily_operations,335,152,1049.06,28807.88,-968.86,-392.34,97.93,2,122.5,17,81.3,56.0,N
2026-03-12,DEV012,device_daily_operations,381,168,1216.97,31334.65,-238.1,-80.1,97.8,0,31.0,25,96.2,31.3,Y
2026-03-12,DEV013,device_daily_operations,283,64,943.88,17302.37,263.59,104.11,96.42,0,28.3,42,96.1,35.5,Y
2026-03-12,DEV014,device_daily_operations,242,92,876.01,14468.12,2354.44,434.35,98.11,0,26.7,6,72.9,61.1,N
2026-03-12,DEV015,device_daily_operations,340,122,998.45,20779.19,148.03,28.95,97.2,0,37.4,19,97.0,32.9,Y
2026-03-12,DEV016,device_daily_operations,317,54,1098.57,23601.15,-73.84,-25.69,97.51,0,41.5,63,97.7,26.1,Y
2026-03-12,DEV017,device_daily_operations,212,60,758.27,13773.19,-27.26,-7.91,100,0,0,27,99.7,11.5,Y
2026-03-12,DEV018,device_daily_operations,158,120,531.44,12280.84,-74.93,-24.31,97.97,0,16.2,39,98.6,23.5,Y
2026-03-12,DEV019,device_daily_operations,107,40,340.42,5804.24,78.06,14.18,97.36,0,39.2,47,97.7,23.8,Y
2026-03-12,DEV020,device_daily_operations,284,140,909.97,23337.41,81.39,26.6,97.42,0,28.8,36,98.1,26.7,Y
2026-03-12,DEV021,device_daily_operations,317,136,1082.83,20641.82,-3.32,-1.06,97.82,1,57.0,53,96.1,28.0,Y
2026-03-12,DEV022,device_daily_operations,155,72,467.28,11977.38,25.99,9.82,97.69,0,33.2,18,98.5,21.1,Y
2026-03-12,DEV023,device_daily_operations,149,55,540.81,12853.85,-90.83,-16.91,99.68,0,2.7,48,98.9,18.3,Y
2026-03-12,DEV024,device_daily_operations,279,158,802.57,17976.69,-17.03,-6.06,97.46,0,32.9,59,98.6,29.1,Y
2026-03-12,DEV025,device_daily_operations,297,88,862.86,23561.62,-1.73,-0.71,95.14,0,89.8,41,96.8,34.7,Y
2026-03-12,DEV026,device_daily_operations,374,162,1255.62,31292.18,48.87,18.37,94.94,0,49.4,25,97.7,36.7,Y
2026-03-12,DEV027,device_daily_operations,278,53,818.91,15987.0,180.23,46.16,100,0,0,36,98.0,18.1,Y
2026-03-12,DEV028,device_daily_operations,166,115,573.25,12824.93,-130.42,-28.55,100,0,0,69,98.6,10.3,Y
2026-03-12,DEV029,device_daily_operations,106,43,359.74,8596.64,85.86,31.96,98.4,0,21.7,57,98.3,18.3,Y
2026-03-12,DEV030,device_daily_operations,54,24,171.37,3878.53,-1412.39,-299.9,97.21,0,33.7,57,83.1,48.9,N
2026-03-12,DEV031,device_daily_operations,91,40,303.01,7332.02,-20.33,-7.83,96.15,0,27.9,49,98.8,29.5,Y
2026-03-12,DEV032,device_daily_operations,109,52,306.19,8628.47,31.15,6.1,97.23,0,47.5,42,98.0,30.7,Y
2026-03-12,DEV033,device_daily_operations,68,32,228.9,4019.9,98.69,24.95,95.09,1,118.9,46,92.9,47.8,Y
2026-03-12,DEV034,device_daily_operations,128,53,444.24,9983.54,-337.31,-113.9,97.65,0,18.6,43,95.6,33.9,Y
2026-03-12,DEV035,device_daily_operations,334,104,983.95,24453.92,-116.24,-34.62,97.3,0,30.9,44,97.6,24.9,Y
2026-03-12,DEV036,device_daily_operations,89,39,282.92,4944.25,-21.63,-7.09,95.88,0,30.9,20,98.7,34.1,Y
2026-03-13,DEV001,device_daily_operations,410,177,1209.91,24000.9,126.92,47.47,96.77,1,104.3,54,93.1,39.1,Y
2026-03-13,DEV002,device_daily_operations,544,213,1666.3,39917.85,-28.83,-7.35,100,0,0,31,99.7,8.4,Y
2026-03-13,DEV003,device_daily_operations,268,141,954.21,23340.0,-33.44,-11.14,98.43,0,13.6,56,99.1,20.2,Y
2026-03-13,DEV004,device_daily_operations,250,70,689.4,23271.21,44.34,8.31,95.78,0,72.4,51,96.9,31.9,Y
2026-03-13,DEV005,device_daily_operations,487,188,1654.38,41020.24,80.79,18.15,96.96,0,46.1,29,97.5,26.1,Y
2026-03-13,DEV006,device_daily_operations,330,225,1167.23,24922.22,-113.78,-34.58,98.82,0,14.8,33,98.2,19.5,Y
2026-03-13,DEV007,device_daily_operations,177,56,488.21,11520.8,350.66,140.97,100,0,0,25,96.1,21.2,Y
2026-03-13,DEV008,device_daily_operations,194,144,689.33,12644.83,-12.99,-2.67,100,0,0,49,99.9,8.2,Y
2026-03-13,DEV009,device_daily_operations,166,38,500.18,14433.54,-42.17,-11.82,96.25,0,45.8,39,97.9,32.4,Y
2026-03-13,DEV010,device_daily_operations,537,216,1593.8,36006.92,-31.29,-5.75,96.33,1,91.9,53,94.6,36.7,Y
2026-03-13,DEV011,device_daily_operations,123,38,448.05,10946.32,212.18,45.05,98.23,1,82.7,23,92.9,32.6,Y
2026-03-13,DEV012,device_daily_operations,226,92,711.47,17581.0,44.1,10.7,98.52,1,59.2,37,95.6,31.8,Y
2026-03-13,DEV013,device_daily_operations,470,145,1373.57,27133.0,200.08,58.44,97.59,0,20.0,59,97.1,27.9,Y
2026-03-13,DEV014,device_daily_operations,353,117,1023.5,24246.92,23.72,6.3,98.49,0,19.8,51,99.0,16.6,Y
2026-03-13,DEV015,device_daily_operations,149,45,517.84,10841.22,15.17,4.41,98.75,1,56.1,69,96.0,30.0,Y
2026-03-13,DEV016,device_daily_operations,124,37,432.69,7974.86,-91.74,-23.45,98.09,1,40.1,26,95.7,31.2,Y
